,Open,High,Low,Close,Volume,Date
301,2149.5993,2158.4876,2109.0778,2119.7893,191249,2022-09-29
302,2156.0718,2168.1963,2122.1140,2125.9883,249075,2022-09-28
303,2183.3292,2211.3615,2151.5593,2183.6939,420283,2022-09-27
304,2191.5338,2203.9774,2165.5526,2167.3759,130939,2022-09-26
305,2265.8308,2274.5368,2219.9763,2223.7596,110625,2022-09-23
306,2263.4606,2281.4651,2254.0253,2266.1955,88397,2022-09-22
307,2280.7358,2310.0444,2275.1293,2287.4818,74857,2022-09-21
308,2301.8398,2312.9615,2275.2661,2280.9181,93423,2022-09-20
309,2278.3200,2299.0138,2262.2755,2281.1916,2963131,2022-09-19
310,2323.7187,2327.9121,2271.0726,2278.4112,210585,2022-09-16
311,2357.4486,2372.3080,2331.0116,2335.3418,180396,2022-09-15
312,2338.3046,2378.8717,2338.3046,2359.0895,257288,2022-09-14
313,2383.8856,2396.2380,2371.1229,2388.5804,223055,2022-09-13
314,2346.2357,2380.6037,2344.6859,2368.0234,152127,2022-09-12
315,2376.1824,2376.4559,2338.3046,2341.5864,165838,2022-09-09
316,2361.0951,2367.4764,2343.7743,2356.7193,164380,2022-09-08
317,2351.7054,2365.1974,2341.9966,2353.0272,191624,2022-09-07
318,2342.4980,2375.2252,2342.4980,2366.0178,376714,2022-09-06
319,2306.3979,2352.8905,2306.3979,2343.0906,119294,2022-09-05
320,2338.3046,2346.5092,2301.8398,2306.2156,266857,2022-09-02
321,2360.2746,2375.6354,2326.4535,2333.9288,1149213,2022-09-01
322,2389.9934,2412.1002,2349.3808,2405.8556,297293,2022-08-30
323,2342.8627,2418.8006,2342.8627,2367.2941,504166,2022-08-29
324,2404.8528,2413.8779,2377.5042,2387.3041,185236,2022-08-26
325,2416.7039,2427.0052,2390.2669,2398.0157,86635,2022-08-25
326,2404.3058,2432.6572,2403.0296,2405.8100,150278,2022-08-24
327,2357.4486,2417.6155,2357.4486,2413.5132,225535,2022-08-23
328,2384.7972,2398.0613,2357.6309,2376.3191,167523,2022-08-22
329,2419.4843,2425.8201,2375.0429,2382.6093,136003,2022-08-19
330,2428.0535,2432.6572,2406.9040,2425.5010,181482,2022-08-18
331,2425.4098,2440.9530,2421.2620,2428.9652,114212,2022-08-17
332,2415.6099,2421.8089,2395.5543,2416.2936,75427,2022-08-16
333,2357.6765,2407.5877,2353.8933,2399.9757,222555,2022-08-12
334,2370.2113,2383.8856,2352.7082,2361.2774,99044,2022-08-11
335,2344.6859,2361.0495,2331.9232,2353.7565,111725,2022-08-10
336,2310.9560,2355.1695,2307.9021,2339.9455,187347,2022-08-08
337,2349.2440,2350.1556,2304.1188,2309.9988,133584,2022-08-05
338,2384.7972,2386.3014,2310.9560,2344.1389,190556,2022-08-04
339,2367.8866,2379.3275,2340.6292,2375.4987,159491,2022-08-03
340,2345.4152,2376.1368,2334.2479,2354.8049,283788,2022-08-02
341,2290.9004,2358.3602,2286.2967,2347.5119,4318904,2022-08-01
342,2251.7007,2294.5468,2245.7752,2287.0260,435531,2022-07-29
343,2219.7940,2248.9658,2207.1225,2240.0776,302611,2022-07-28
344,2205.5727,2212.5011,2189.7106,2205.4360,182221,2022-07-27
345,2209.5839,2228.0442,2199.2370,2206.5755,261141,2022-07-26
346,2250.7891,2250.7891,2191.4882,2206.2565,465538,2022-07-25
347,2279.0493,2294.3645,2274.4912,2281.6930,394782,2022-07-22
348,2277.2261,2277.8186,2249.8775,2267.5629,236686,2022-07-21
349,2310.9560,2320.1178,2265.8764,2280.3256,536736,2022-07-20
350,2197.9151,2230.7335,2188.5710,2225.4461,354911,2022-07-19
351,2206.1653,2210.6778,2181.9618,2208.0797,4311256,2022-07-18
352,2206.1197,2206.1197,2172.9368,2189.3003,105343,2022-07-15
